"time","event"
27.5031057178023,1
55.458163435159,1
9.77232567965984,0
35.7950688509231,1
4.35716248117387,1
57.2101561934687,0
11.783897401765,1
23.2312760307434,1
12.9741639713757,0
7.26583774667233,0
26.2596591553631,1
34.3583563325887,1
20.9238780723544,1
3.60397319309413,1
5.33430499956012,1
11.2879516091198,1
10.1446752250195,1
9.9445428699255,1
55.0672303487487,1
4.41953676752746,1
2.55005433093024,1
0.106075098738074,1
36.6987945122604,1
9.17587698437274,1
10.7465128786862,1
11.7235488141887,0
30.0694038329606,1
2.00474017299712,1
17.3759657191113,0
1.82057807235507,1
28.7305488770412,1
10.7482225354761,1
1.5921048913151,1
37.3524986190682,1
40.1028609631543,1
70.2341101649118,1
3.43080187423538,1
0.775444097816944,1
17.5446755244377,1
10.6243756879121,1
8.13676740974188,1
4.19429418398067,0
8.61164695583284,1
39.0015737323051,1
5.13903392711654,0
16.2847959055545,1
11.0194837115705,1
2.24327461794019,1
8.2342553534545,0
11.9414658285677,1
20.1287250454141,1
3.33826529155807,1
1.04370565153658,1
0.895035937428474,1
9.98010261915624,1
0.22824089974165,0
9.44291640073061,1
8.75445092096925,1
16.2023567586186,1
2.14009800964999,1
0.946319801732898,0
5.13521331595257,0
13.5151971131563,1
6.4845621585846,1
6.64796087890863,1
4.68797594308853,1
2.45710463263094,1
22.2668385948054,0
0.505433976650238,1
10.3790679108351,1
4.8323301365599,0
29.4333930669313,1
17.3525483827146,1
28.1530623866205,1
17.6019458836856,1
4.71181442489766,1
13.7678564409725,0
34.4954880978319,1
64.8093232744947,1
14.7390197749527,1
25.828568599278,1
29.770771770427,1
0.813901120916161,1
9.95137338526547,1
47.7576188358657,1
12.3248902964406,0
6.39634756371379,1
13.4650466218591,1
35.6355583650951,1
20.3972592280741,1
36.0194105808691,1
22.7453958048465,1
39.4608773274307,1
27.5639090864899,1
47.7372391869254,1
9.5353036839515,1
0.868411666352037,1
21.872001159096,1
2.56389789283276,0
2.72855163551867,1
10.9730340354145,1
9.23801453784108,1
10.8415469434112,1
40.857580723241,0
27.5523341811242,1
2.14301805011928,1
0.127700986340642,1
25.121878235692,1
11.5969070699066,1
14.8971968012559,1
1.29752424915386,1
16.3449034515332,1
8.32041854038835,1
13.2582000922412,1
4.2546950862743,0
1.73332242993638,0
13.6493704165332,0
33.477316906858,1
17.8030921453376,1
3.17696884274483,1
28.1576490677872,1
5.0586524605751,1
8.84631921912486,1
11.120905901771,0
6.18336716433987,0
23.8699299088659,1
7.4588616355322,1
2.40840139110066,1
5.71923493929613,1
3.46267351415008,0
10.1493317447603,1
9.19880365021527,1
33.9679677767639,1
2.52551630138425,1
11.2577686551958,0
14.8802455101553,1
2.96352813222997,1
10.0200487207621,1
0.105347683019354,1
8.41681722551584,1
1.28151534125209,1
5.00332189102004,1
37.3104048130994,1
37.1322508512025,1
1.47887891158462,1
1.47865233942866,1
28.4122454468161,0
34.6213022602682,1
21.7948688744547,1
17.8020725492388,0
22.8071466089371,1
47.0131198664136,1
2.36540692858398,1
16.1925710854121,0
53.4901156623788,1
29.9556861801033,1
52.6240450491138,1
12.3837584079123,1
5.59624587582213,1
11.1527003254741,1
4.75249288466263,1
9.92341465316713,1
6.53493240475655,1
36.3643977774267,1
43.4699964870639,1
12.8128123935312,1
3.25870539061725,1
2.38184357061982,1
36.084273008812,1
24.4154836787822,1
10.3740593697876,1
16.5780402376484,1
6.94335629586167,1
6.11649734899402,1
2.99722631595575,1
38.8892550137825,0
23.4513298608363,0
6.78521173074841,1
37.0326817018871,1
4.7190210968256,1
28.7757689016871,0
7.15173275209963,1
12.2717752307653,1
12.8124114312232,1
53.6822080959506,1
6.03534614667296,1
2.31030435301363,1
9.683922175318,1
8.4565457060533,1
20.7808604455533,1
35.0299564732199,1
0.955980839313951,1
22.8232607423308,1
17.7980615003946,1
13.6439097300172,1
19.6586629367414,1
43.1961233865268,1
20.820109883789,0
65.160060458426,1
7.13046843009623,1
2.02792870812118,1
9.34188479557633,1
38.1509165279567,0
36.4088385535364,1
14.1880403546112,1
5.86703578941524,1
18.5415911721066,0
5.85473184473813,0
18.0207133758813,0
10.3646417381242,0
1.20892491123284,1
12.5470727868378,1
11.5143292490393,1
8.99362865420358,1
2.15160323335419,1
20.5100331074538,1
40.5721008388286,1
10.993742570281,1
2.17312182299793,1
12.2516987496056,0
28.4268565072514,1
1.15908709354699,1
11.981982588768,1
49.4469773371644,1
4.3371969088912,1
9.39513429068029,1
50.5973139752574,1
42.8677822251744,1
55.7010172052393,1
4.95653824182227,0
2.83207792788744,1
0.615826174545966,1
6.15258752035508,1
15.6848545342318,1
1.12470622261218,1
2.90715982206166,1
26.0053728884997,1
7.1043511006858,1
26.603056731725,1
22.0431642598453,1
2.66238580497377,1
3.48101923242211,1
1.42662695604466,1
35.4108160344844,1
1.39443385414779,1
9.66593499877003,1
4.66687768697739,1
14.7314446396194,0
12.3383814783581,1
11.6110624931753,1
5.95753352157772,1
2.8193177934736,1
77.5224332096887,1
24.6749651796165,1
26.2582070077769,0
1.99438686249778,0
0.117721214531626,1
7.80250645242631,1
0.487307058451048,1
61.8213121559391,1
23.4744388974252,1
16.403232619632,0
21.2176103695276,1
49.5381296878848,1
2.05706084147096,1
6.62048158235848,1
0.718734581023455,1
10.6596115790308,1
21.6675900388509,0
46.660442843978,1
1.98933019302785,1
24.0721123293042,0
9.2869786825031,1
9.1539456974715,1
6.51376186870039,1
67.0895674791107,1
42.5446657574592,1
34.6872864849427,1
2.79792935551898,1
14.6958302884343,1
1.17768966592848,1
11.4095449447632,1
4.04195101749565,1
19.4264920572872,1
30.5214527605062,1
2.8001943952404,0
4.93775457134738,1
13.25065263547,1
10.7192329503596,1
15.9337098143044,1
4.35172469355166,1
3.14579855650663,1
3.9692166175997,1
39.9433217180853,1
38.071687480617,1
7.77923249639571,1
2.48837687540799,0
15.6274926281514,1
0.206202601950703,1
6.0721146594733,1
7.72575017996132,1
1.92599049769342,0
14.5059403023663,1
18.0790786282159,0
1.95184548711147,1
13.011723998934,1
2.6118693407625,1
0.597674138844013,1
9.09933121874928,0
22.9165743469241,1
52.2975786938332,0
19.8457247010412,1
14.2052101783646,1
3.59465511515737,1
15.0478132619503,1
5.9796769823879,1
4.15038357593513,1
55.5264297094116,1
8.52805041708052,1
25.9632798576804,1
22.4053808371536,0
4.91595912724733,1
42.894278054399,1
15.6958599752727,1
16.3637852698693,1
5.48742766259238,0
13.6362960619153,1
1.36737850494683,1
2.91563879698515,1
8.03291821852326,1
48.7567495902009,1
10.297694792971,1
22.7213176666356,1
6.28941366448998,1
12.3277305159718,1
50.725415756268,1
29.99177291058,0
4.0418463642709,0
4.91968004498631,0
1.93019364757124,1
18.4249905674698,1
24.536954134237,0
0.469105623720789,1
15.3738369411769,1
16.3444722249153,1
29.1982546797954,0
19.2548458642306,1
17.1189098610523,1
0.880081774666905,1
14.9889728869312,0
25.7439990705791,1
48.5529194243937,1
3.96091853035614,0
13.1478869821876,1
4.86653731204569,0
9.15262558497488,1
39.9127862585669,1
10.290648965165,1
40.8755993081217,1
0.538663242151885,1
1.95032958872616,1
42.0467859017663,0
37.9870150221472,1
25.7372460319641,1
15.0156680051338,1
4.81715814105149,1
32.8670445067768,1
11.878136890009,1
0.3873420227319,1
19.9044782986631,1
2.3889402425566,1
2.1790704073782,1
24.646676070148,1
1.28354890272021,1
7.88052918316793,1
21.6469620718601,1
8.87696594931185,1
8.15133496187627,1
29.1799940897112,1
21.076685412878,1
37.7924783537192,1
16.7337309001925,1
70.0651906016183,1
7.80798171656482,1
28.849961569715,1
26.504674553031,1
30.5822250480473,1
5.03873204350666,1
13.854780010879,1
4.30244120070711,0
